block_number,block_timestamp,my_timestamp,timestamp_delta,tx_count,avg_gas_price,median_gas_price,q5_gas_price,q95_gas_price
5472074,1524196132,1524196148,16,203,15.443980983242996,7.0,4.0,50.0
5472075,1524196139,1524196153,14,212,6.200375092581884,4.0,2.0,7.792191499999998
5472076,1524196149,1524196165,16,182,7.871575143393505,3.29,0.9057447944660325,41.0
5472077,1524196162,1524196175,13,133,7.914749618166061,4.0,1.0,41.0
5472078,1524196172,1524196187,15,171,11.299771839456028,4.0,1.0,50.0
5472079,1524196188,1524196981,793,194,12.22646195428044,4.0,1.0,53.79760086294416
5472080,1524196193,1524196982,789,94,4.7935289565671555,1.5277218280216478,1.0,20.969941815565583
5472083,1524196232,1524197011,779,102,10.776742624202226,4.0,1.2,41.0
5472087,1524196278,1524197012,734,170,13.782055082965,5.0,1.0,52.91944515008854
5472091,1524196331,1524197013,682,209,4.08111174008844,2.0,1.0,12.435797220009738
5472093,1524196376,1524197015,639,138,11.970919686358156,4.0,0.7799167469852831,48.001979777904836
5472096,1524196406,1524197016,610,210,10.049623899666816,4.324866343949045,1.0,24.0
5472099,1524196422,1524197017,595,144,13.56405940942806,4.0,2.2,50.0
5472101,1524196427,1524197019,592,119,2.083274522319899,1.5844133333333335,1.0,5.589971667374854
5472104,1524196464,1524197020,556,88,4.935623043763029,4.0,1.0,17.386261684579928
5472106,1524196500,1524197021,521,121,7.350330804261284,1.5,1.0,42.16605995685476
5472109,1524196536,1524197022,486,83,3.892045545391756,1.5,0.6,21.180447058823518
5472111,1524196587,1524197024,437,198,15.74904835807459,5.0,1.2,53.124381460921505
5472114,1524196636,1524197025,389,94,6.368825463904214,1.5278703509852216,1.0,30.618489999999884
5472117,1524196673,1524197026,353,41,26.772939535285627,20.0,0.0,55.0
5472120,1524196710,1524197027,317,107,6.560768698384677,2.160469105691058,1.0,26.681828703703626
5472122,1524196784,1524197028,244,100,8.783228181389614,8.0,8.0,10.0
5472125,1524196805,1524197030,225,105,4.925666381076242,1.5,1.0,9.912206700127236
5472129,1524196872,1524197031,159,207,10.035459820405432,5.0,5.0,30.0
5472131,1524196883,1524197032,149,87,9.407911886586477,8.0,7.950749836065574,12.39162347260468
5472132,1524196916,1524197033,117,175,10.15861555427499,5.0,4.0,40.0
5472133,1524196924,1524197035,111,92,21.33409227641408,8.0,8.0,81.84030061291843
5472134,1524196929,1524197036,107,94,4.000485727991741,4.0,2.0,6.635553142857141
5472136,1524196953,1524197037,84,76,5.121722095086256,3.122485798816568,0.51,20.90382575051277
5472138,1524196980,1524197038,58,131,11.89640392598883,4.0,4.0,50.0
5472142,1524197028,1524197040,12,15,48.49636104250897,40.0,20.6960921875,104.34149586998166
5472143,1524197032,1524197047,15,209,6.006603832601672,5.0,4.0,10.0
5472144,1524197045,1524197067,22,204,12.560641701594758,5.0,4.0,40.679949549549534
5472145,1524197063,1524197085,22,229,22.755255130879807,5.0,4.0,49.56439047018216
5472146,1524197071,1524197107,36,124,27.993720364714466,5.0,4.0,88.0
5472147,1524197087,1524197124,37,215,10.147503109063726,4.0,4.0,50.0
5472148,1524197123,1524197131,8,121,60.86557775929897,40.0,0.0,259.86444043126676
5472149,1524197128,1524197182,54,200,8.200501937098915,4.077449224133417,4.0,36.274329411764654
5472150,1524197178,1524197196,18,87,27.207471339281426,22.144910900254573,4.0,54.013561648232425
5472151,1524197182,1524197214,32,182,13.306361057902885,5.0,4.0,40.0
5472152,1524197213,1524197224,11,203,19.225660289916554,6.0,4.0,55.0
5472153,1524197223,1524197232,9,186,7.1260237475553305,5.0,4.0,19.514187321295957
5472154,1524197227,1524197241,14,249,6.148681985698823,4.0,1.0,29.088892941176294
5472155,1524197232,1524197249,17,221,6.591938447640459,4.0,4.0,21.0
5472156,1524197248,1524197261,13,229,9.849454207131604,4.0,4.0,50.0
5472157,1524197259,1524197280,21,231,13.519503510558565,4.0,4.0,55.0
5472158,1524197277,1524197287,10,245,21.32121924867554,4.0,1.0,55.81106355078097
5472159,1524197282,1524197300,18,196,10.895934019988088,4.0,4.0,53.67011314865388
5472160,1524197296,1524197331,35,206,6.373837071638982,4.0,4.0,17.0
5472161,1524197332,1524197348,16,208,17.134001437831937,8.0,4.0,53.979760860882756
5472162,1524197348,1524197377,29,208,15.434652030657983,8.0,4.0,38.72489941293827
5472163,1524197377,1524197389,12,196,10.249753312675463,5.0,4.0,49.56154016419258
5472164,1524197388,1524197396,8,221,11.583480386669903,4.0,4.0,50.0
5472165,1524197393,1524197415,22,105,47.74793914160581,50.0,17.399725161290323,80.08042162162158
5472166,1524197415,1524197447,32,201,6.862239286560828,5.0,4.0,24.0
5472167,1524197446,1524197463,17,199,15.00583127490519,5.0,4.0,59.422577995724275
5472168,1524197462,1524197472,10,211,10.16197107627178,4.088112068965515,4.0,41.86895457563461
5472169,1524197469,1524197488,19,225,10.101206518696026,4.0,4.0,22.93622314279102
5472170,1524197484,1524197496,12,218,12.608651230823423,4.0,4.0,51.765459818334364
5472171,1524197493,1524197513,20,176,13.947165859960444,5.0,4.0,55.0
5472172,1524197511,1524197525,14,200,28.33501681489379,10.0,4.0,88.70647803545435
5472173,1524197524,1524197529,5,221,7.2767032113968355,4.0,4.0,29.78309848484824
5472174,1524197530,1524197537,7,219,6.409988148919678,4.0,4.0,10.926267349873804
5472175,1524197536,1524197547,11,226,5.290994997519039,4.0,4.0,18.713527519312386
5472176,1524197547,1524197554,7,247,5.951252100325704,4.0,1.0,30.0
5472177,1524197553,1524197569,16,223,8.198330905905086,4.0,4.0,35.90093379310342
5472178,1524197570,1524197633,63,225,7.255577382701724,4.0,1.0,24.674792611150966
5472179,1524197633,1524197648,15,127,21.27892240679189,20.0,5.0,55.0
5472180,1524197647,1524197660,13,121,24.811885252034656,8.0,8.0,55.0
5472181,1524197660,1524197667,7,223,8.234090173050479,4.0,4.0,24.021592237827733
5472182,1524197669,1524197681,12,219,7.277084399765265,4.0,4.0,33.851723079103316
5472183,1524197682,1524197691,9,219,11.012486090396937,4.0,4.0,52.38752714932124
5472184,1524197689,1524197699,10,104,15.498565316263102,8.0,8.0,55.0
5472185,1524197690,1524197722,32,168,11.957458270650958,8.0,4.0,34.96043839467887
5472186,1524197720,1524197728,8,138,17.802615875336176,9.370867673055622,4.0,60.0
5472187,1524197728,1524197736,8,9,6.4232645975352325,0.0001954590456,0.0,52.95950652187881
5472188,1524197733,1524197743,10,233,11.693190407727265,4.0,1.0,55.0
5472189,1524197741,1524197755,14,226,6.218996165419948,4.0,4.0,10.392700376615029
5472192,1524197761,1524197767,6,216,4.0,4.0,4.0,4.0
5472193,1524197763,1524197786,23,216,8.063154046707712,4.0,4.0,24.0
5472194,1524197783,1524197796,13,215,16.28819038154317,9.48165806394409,4.0,46.806274866071426
5472195,1524197794,1524197815,21,215,11.918738964413524,5.097654330708662,4.0,42.99502499999996
5472196,1524197800,1524197816,16,178,6.973362027665088,4.0,4.0,18.005951847327474
5472197,1524197811,1524197826,15,233,8.885604203901472,4.0,4.0,23.14040842397593
5472198,1524197825,1524197833,8,222,39.207445898532086,39.0,4.0,91.0
5472199,1524197832,1524197839,7,203,8.325786494935556,4.0,4.0,50.0
5472200,1524197838,1524197851,13,214,7.800594326515371,4.0,4.0,41.0
5472201,1524197850,1524197861,11,11,61.43984291126856,50.39142714285714,47.19006842105263,109.06320382872224
5472202,1524197858,1524197873,15,197,10.459945976382617,5.0,4.0,23.778571778290992
5472203,1524197871,1524197878,7,224,8.532286056570921,4.0,4.0,40.982845238095194
5472204,1524197877,1524197897,20,245,9.672550603090135,4.0,1.0,54.943421980424745
5472205,1524197896,1524197904,8,226,14.235682019979045,4.0,4.0,62.15725333333332
5472206,1524197899,1524197913,14,201,17.041450602594747,5.0,4.0,91.0
5472207,1524197908,1524197917,9,55,1.905914004058386,1.0,0.6,3.0
5472208,1524197916,1524197920,4,40,36.57119785425444,22.828161089037906,13.33388216461295,100.0
5472209,1524197920,1524197933,13,192,5.4982460456447555,4.0,4.0,8.285791702446257
5472210,1524197928,1524197937,9,225,14.825978435160078,6.765937653414708,1.0,48.21059447519606
5472211,1524197935,1524197945,10,221,10.665940778231999,4.0,4.0,52.14616625828404
5472212,1524197939,1524197953,14,252,4.484358686928611,4.0,4.0,4.0
5472213,1524197944,1524197967,23,225,10.675548776902996,5.0,4.0,32.98572999999988
5472214,1524197962,1524197978,16,225,12.671231759114367,7.8351818769940005,4.0,50.0
5472215,1524197977,1524197998,21,203,11.413199165533381,4.0,4.0,48.025862683877456
5472216,1524197995,1524198043,48,207,25.76257927798761,6.133740595332725,4.0,55.0
5472217,1524198040,1524198080,40,190,30.51608820943772,9.540889884358444,4.0,90.15113223140494
5472218,1524198078,1524198087,9,227,13.765648480094098,5.0,4.0,50.0
5472219,1524198082,1524198101,19,213,10.226610852002116,4.0,1.0,40.63382959037766
5472220,1524198098,1524198108,10,226,11.175679800140445,4.0,4.0,63.27836624112686
5472221,1524198108,1524198119,11,223,12.650260727186808,4.0,4.0,64.051651219782
5472222,1524198119,1524198152,33,205,12.746351343019358,4.99318611236074,4.0,55.0
5472223,1524198151,1524198208,57,238,12.849029380540633,5.822834756097562,1.0,50.09516836016883
5472224,1524198206,1524198247,41,156,13.450931960484187,7.170592962962963,4.0,50.0
5472225,1524198246,1524198259,13,215,49.5003444490852,50.0,18.0,100.0
5472226,1524198258,1524198272,14,169,8.853139966744438,5.0,4.0,23.2442058704157
5472227,1524198269,1524198282,13,175,11.620934671094895,5.0,4.0,51.128720200584944
5472228,1524198281,1524198287,6,189,13.829861573405458,5.941051352757949,4.0,50.0
5472229,1524198284,1524198300,16,183,23.901605013846854,8.0,4.0,91.0
5472230,1524198300,1524198312,12,196,7.660054007839874,4.0,4.0,27.741866820345013
5472231,1524198311,1524198334,23,188,17.650053465572093,5.228507142999928,4.0,57.794051420176295
5472232,1524198335,1524198343,8,207,11.73801783487379,5.0,4.0,41.0
5472233,1524198341,1524198348,7,69,37.470752632051465,20.0,20.0,55.0
5472234,1524198346,1524198368,22,230,17.410478753017276,6.02424347826087,4.0,60.0
5472235,1524198367,1524198376,9,65,8.254260931752656,5.0,4.0,21.07531999999999
5472236,1524198375,1524198393,18,220,9.618371361628887,4.0,4.0,50.0
5472237,1524198391,1524198400,9,206,19.893361963042864,10.0,4.0,50.0
5472238,1524198394,1524198409,15,147,5.358254043959052,4.611276363636363,4.0,7.863194516459755
5472239,1524198408,1524198415,7,150,8.5843727644423,4.0,3.0,50.0
5472240,1524198412,1524198418,6,204,8.89709987634403,5.0,4.0,30.0
5472241,1524198417,1524198425,8,101,7.043372713602668,4.0,4.0,36.11053873377889
5472242,1524198423,1524198445,22,287,4.424365127541248,1.0,1.0,19.25768117647058
5472243,1524198444,1524198452,8,192,13.463684955644482,5.0,4.0,50.0
5472244,1524198450,1524198457,7,215,7.480178367181318,4.0,4.0,24.784919333186192
5472245,1524198455,1524198465,10,203,7.4704821918183235,4.0,4.0,36.19748509803921
5472246,1524198463,1524198474,11,235,9.931041048624083,6.300446666666665,1.0,41.0
5472247,1524198467,1524198482,15,219,7.437628996889946,4.0,4.0,24.064429864253384
5472248,1524198476,1524198545,69,160,23.412932613296714,20.0,4.908512785714286,55.0
5472249,1524198544,1524198562,18,186,28.87632136551622,20.0,5.0,60.0
5472250,1524198560,1524198575,15,186,10.6535418163914,5.0,4.0,50.0
5472251,1524198572,1524198585,13,206,8.597226307850029,4.0,4.0,28.829180909973285
5472252,1524198584,1524198611,27,64,49.561875392403856,50.0,41.0,61.0
5472253,1524198611,1524198626,15,190,11.755183638415375,5.0,4.0,34.480759504511006
5472254,1524198626,1524198645,19,207,20.213221907560623,4.0,4.0,55.0
5472255,1524198644,1524198649,5,250,17.798111922338393,8.0,5.0,55.0
5472256,1524198649,1524198656,7,214,4.84811462979021,4.0,4.0,5.504134630350193
5472260,1524198669,1524198686,17,229,8.546141476638589,4.0,4.0,50.0
5472262,1524198688,1524198706,18,225,4.0,4.0,4.0,4.0
5472266,1524198712,1524198721,9,160,7.088354058939012,4.0,4.0,30.662810012124517
5472267,1524198714,1524198722,8,221,7.378883709426898,4.0,4.0,46.34105899999999
5472269,1524198736,1524198751,15,204,11.106842377660495,5.0,4.0,52.95645082872928
5472270,1524198749,1524198765,16,224,7.031232292863982,4.0,4.0,17.0
5472271,1524198764,1524198780,16,203,15.743917614965808,6.0,4.0,44.51715432534172
5472272,1524198777,1524198793,16,207,18.292087634405313,5.0,4.0,55.0
5472273,1524198793,1524198799,6,157,8.781231980295038,5.0,4.0,34.391028152145815
5472274,1524198799,1524198806,7,265,7.887177252299469,4.0,1.0,44.31503911439115
5472275,1524198804,1524198843,39,194,6.738728515843372,4.0,4.0,14.861100477999258
5472276,1524198843,1524198890,47,162,13.676890466973258,5.0,4.0,55.0
5472277,1524198889,1524198904,15,176,25.552600563775325,20.0,5.0,55.0
5472278,1524198903,1524198923,20,234,7.116320827317768,4.0,1.0,27.736445391191925
5472279,1524198923,1524198937,14,209,8.971614973317337,4.000000000833739,4.0,39.0
5472280,1524198925,1524198960,35,8,46.10909090909091,50.0,25.54054054054054,55.0
5472281,1524198959,1524198962,3,157,19.285637712098588,8.0,4.0,60.0
5472282,1524198961,1524198974,13,204,7.149525201395287,5.0,4.0,15.690701470588225
5472283,1524198973,1524198985,12,37,44.8143089153922,50.0,12.735719314516128,90.0
5472284,1524198985,1524198992,7,195,8.256838007641996,5.0,4.0,30.0
5472285,1524198991,1524199006,15,220,9.332537742109695,4.000000000805709,3.829755172413797,21.98253793454033
5472286,1524199005,1524199023,18,197,16.21899913581373,5.0,4.0,55.0
5472287,1524199023,1524199062,39,228,11.753316365215696,4.0,4.0,55.0
5472288,1524199062,1524199076,14,179,16.414095218195353,5.060502,4.0,55.0
5472289,1524199069,1524199079,10,176,7.544858818240931,5.0,4.0,21.155203743259513
5472291,1524199076,1524199089,13,215,23.135470268257496,7.102023504365727,4.0,112.0
5472292,1524199086,1524199098,12,218,5.40428349574324,4.0,4.0,5.0
5472293,1524199092,1524199105,13,224,10.073930786540629,5.0,4.0,50.0
5472294,1524199102,1524199127,25,202,10.162903172003169,4.0,4.0,38.972931764705834
5472295,1524199124,1524199128,4,232,17.51970435659573,20.0,4.0,39.2512212757459
5472296,1524199128,1524199140,12,180,7.129461062167676,4.0,4.0,21.503438106472856
5472297,1524199135,1524199157,22,238,10.816009958683889,5.0,1.0,50.0
5472298,1524199157,1524199170,13,205,13.614474567671008,7.591214716981132,4.0,50.0
5472299,1524199158,1524199174,16,229,4.471500569100608,4.0,4.0,6.642878892180931
5472300,1524199172,1524199178,6,188,13.472490516368092,5.0,4.0,55.0
5472301,1524199174,1524199209,35,225,5.592101893631626,4.0,4.0,5.0
5472302,1524199208,1524199252,44,191,19.944367970739783,7.479520784313725,4.0,55.0
5472303,1524199252,1524199269,17,243,13.301434726276339,4.8,1.0,50.0
5472304,1524199268,1524199283,15,214,4.470828689444296,1.0,1.0,15.0
5472305,1524199277,1524199284,7,199,7.727953385791639,5.0,4.0,36.77489176278032
5472306,1524199284,1524199293,9,200,22.64875718815298,5.0,4.0,55.0
5472307,1524199289,1524199306,17,91,6.388978536590076,4.0,4.0,23.421742574257323
5472308,1524199304,1524199310,6,225,9.95330744395637,4.0,4.0,39.56049444444434
5472309,1524199310,1524199325,15,224,8.235399922190378,4.0,4.0,47.14488333333329
5472310,1524199318,1524199334,16,216,10.826278018332944,4.0,4.0,49.33176744051178
5472311,1524199329,1524199359,30,211,16.61907858000222,5.0,4.0,51.55712715151515
5472312,1524199357,1524199376,19,174,19.8077599829816,5.6130386640976235,4.0,55.815605595847074
5472313,1524199374,1524199396,22,209,11.820988497024443,4.0,4.0,55.0
5472314,1524199395,1524199438,43,218,23.818850985661342,8.696650895992315,4.0,58.0176368793713
5472315,1524199438,1524199449,11,181,16.081898943813695,8.0,4.0,55.0
5472316,1524199449,1524199478,29,204,9.59822380564754,5.0,4.0,50.0
5472317,1524199477,1524199487,10,228,18.625744025624765,5.785531948073514,4.0,60.0
5472318,1524199487,1524199507,20,187,9.895700490379385,5.0,4.0,48.25802845019598
5472320,1524199513,1524199528,15,211,11.254607058859193,4.019992931207567,4.0,46.16457368421045
5472321,1524199519,1524199540,21,31,38.693867572849825,50.0,0.0,55.0
5472322,1524199528,1524199565,37,169,9.932562824865958,4.0,4.0,35.67632767527672
5472323,1524199566,1524199583,17,52,77.86971753193284,100.0,21.0,100.0
5472324,1524199587,1524199596,9,36,83.40704318590788,100.0,55.0,267.77705695945394
5472325,1524199593,1524199640,47,120,9.076931956127675,4.174858103465528,4.0,28.67990760895965
5472326,1524199639,1524199646,7,248,15.851874133755663,5.271667324726706,1.0,57.14223769305771
5472327,1524199643,1524199659,16,223,7.63394297218069,4.0,4.0,21.673142857142807
5472328,1524199660,1524199681,21,210,13.848846165659264,5.0,4.0,54.44765463917525
5472329,1524199680,1524199689,9,83,42.18254453866702,50.0,20.0,55.0
5472330,1524199686,1524199728,42,160,8.875513725741415,4.0,4.0,17.663216551724133
5472331,1524199728,1524199744,16,87,46.039096298693856,40.321200440528635,20.0,71.02922528185056
5472332,1524199743,1524199748,5,4,54.96279483949437,52.38446473029045,41.0,70.0
5472333,1524199747,1524199772,25,190,7.008436889053953,5.0,4.0,17.920815714285705
5472334,1524199774,1524199794,20,190,10.316742279226684,7.0,4.0,41.0
5472335,1524199794,1524199801,7,176,3.91897861857381,4.0,1.0,4.0
5472336,1524199801,1524199812,11,202,12.552500566124873,5.107931724590164,4.0,41.0
5472337,1524199812,1524199819,7,227,8.176483039289511,4.0,4.0,47.11249289099516
5472338,1524199818,1524199829,11,228,8.536259785421253,4.0,4.0,40.08963130820252
5472339,1524199823,1524199840,17,219,10.165412117790474,8.0,4.0,52.715109994823045
5472340,1524199836,1524199857,21,227,10.880441051023519,4.0,4.0,50.317058971428565
5472341,1524199855,1524199893,38,200,15.6019081241806,5.0,4.0,55.0
5472342,1524199891,1524199902,11,184,19.59409715796519,8.215332626544152,4.0,55.0
5472343,1524199896,1524199935,39,224,9.658471554472536,4.0,1.0,55.0
5472344,1524199935,1524199947,12,136,9.60158233491065,5.0,4.0,41.0
5472345,1524199938,1524199957,19,230,15.078194837964087,5.0,4.0,55.0
5472346,1524199957,1524199965,8,180,9.829442405141382,4.0,4.0,41.613133902960406
5472347,1524199964,1524199972,8,12,45.24156212833001,42.191375,28.248264334929345,55.0
5472348,1524199967,1524199974,7,7,2.341606348829268,0.00017939700000000003,0.0,16.633333333333333
5472349,1524199973,1524199982,9,226,7.705051194307199,4.0,4.0,42.948405263157795
5472351,1524199992,1524199997,5,202,14.29500017837943,4.0,4.0,27.946493226901914
5472352,1524200010,1524200023,13,191,11.785680279345671,6.185528020577756,4.0,50.0
5472353,1524200023,1524200053,30,165,10.873253485197502,5.0,4.0,50.0
5472354,1524200052,1524200061,9,61,20.046453740010225,16.608298564789152,5.818619014841569,47.64231536055617
5472355,1524200055,1524200063,8,238,9.757837356663252,5.0,1.0,50.16820919220698
5472356,1524200062,1524200092,30,223,6.335218595291074,4.0,4.0,23.11344583333333
5472357,1524200092,1524200119,27,201,13.839822600788768,5.0,4.0,50.0
5472358,1524200120,1524200126,6,175,9.890980689095546,4.0,4.0,41.0
5472359,1524200123,1524200131,8,207,12.880072999976099,5.0,1.0,59.7904853594478
5472360,1524200127,1524200173,46,246,8.873122360656907,4.0,1.0,50.0
5472361,1524200173,1524200189,16,204,32.47687955637477,22.23939114391144,5.0,88.22320215608366
5472362,1524200189,1524200193,4,180,11.255417479381915,6.967419764705882,4.0,21.0
5472363,1524200192,1524200202,10,227,5.926462723590187,4.0,4.0,9.694857142857124
5472364,1524200203,1524200216,13,220,6.709231507670339,4.0,4.0,14.814110399999983
5472365,1524200208,1524200225,17,217,8.998995983742926,4.0,4.0,44.9137191666666
5472366,1524200218,1524200250,32,229,12.714301168789977,4.0934110638297865,1.0,49.447763529411695
5472367,1524200249,1524200309,60,190,12.691524111499625,7.584048850835145,4.0,47.05714898198456
5472368,1524200309,1524200343,34,180,20.279589140248973,16.354071065989846,4.0,50.0
5472369,1524200342,1524200353,11,171,12.31660378145472,5.0,4.0,50.0
5472370,1524200352,1524200359,7,74,46.91483766346861,50.0,18.0,60.292864250734574
5472371,1524200357,1524200377,20,52,9.35561448130553,10.0,4.164641145038337,12.223956269962406
5472372,1524200376,1524200388,12,179,18.229740997615146,10.794377078714,4.0,49.90935038390306
5472373,1524200386,1524200395,9,228,6.40818779856917,4.0,4.0,15.782338267032573
5472374,1524200393,1524200435,42,210,13.958304632183328,8.0,4.0,34.836002603708025
5472376,1524200413,1524200447,34,123,13.853456439152426,8.0,4.0,50.0
5472377,1524200423,1524200448,25,164,10.82118544683853,4.0,4.0,46.40756961008463
5472378,1524200426,1524200459,33,211,8.748615944350746,4.0,4.0,55.0
5472379,1524200455,1524200466,11,120,19.815973810351366,11.873824859813084,8.0,51.97398355925117
5472380,1524200463,1524200484,21,318,6.5549614205181275,5.0,1.0,10.0
5472381,1524200483,1524200502,19,254,12.564798394981972,5.0,1.0,48.14478885714277
5472382,1524200500,1524200506,6,111,11.164107873003912,8.0,5.0,50.0
5472383,1524200505,1524200511,6,216,8.627040164269856,4.0,1.0,42.39015474932793
5472384,1524200511,1524200518,7,220,12.418897618024486,5.0,4.0,50.0
5472385,1524200516,1524200531,15,262,6.997675819471449,4.0,4.0,39.698400900900836
5472386,1524200519,1524200540,21,189,32.06969887610791,20.0,4.0,91.0
5472388,1524200530,1524200541,11,199,4.940551912848161,4.0,1.0,5.0
5472389,1524200539,1524200570,31,182,18.289987621360698,5.0,4.0,68.17574637642593
5472390,1524200571,1524200582,11,206,11.677925229244606,5.0,1.0,50.0
5472391,1524200582,1524200599,17,209,8.057664796939195,4.0,4.0,50.317046314775304
5472392,1524200599,1524200628,29,178,13.81759444142344,5.0,4.0,54.107226334242284
5472393,1524200628,1524200644,16,4,112.0,112.0,112.0,112.0
5472394,1524200642,1524200650,8,182,17.831775242433046,8.0,4.0,49.83679824615385
5472395,1524200649,1524200685,36,63,37.84834117376065,30.8688997341412,20.0,55.0
5472396,1524200684,1524200696,12,129,16.85251054964022,8.0,5.0,51.96929968934396
5472397,1524200694,1524201558,864,215,11.934629370461494,4.000000000336518,4.0,44.15344431903269
5472398,1524200706,1524201562,856,158,10.050814735006792,5.0,4.0,39.89067453874538
5472401,1524200757,1524201612,855,195,22.324164445790657,17.0,4.0,55.97820341267754
5472409,1524200869,1524201614,745,50,17.29623929888829,12.257844867884486,5.0,45.437664999999974
5472411,1524200938,1524201615,677,205,14.86404405232845,8.0,4.0,50.0
5472414,1524200980,1524201616,636,207,18.319047387482396,8.788726307692306,4.0,55.0
5472419,1524201039,1524201618,579,145,11.635441074928066,4.0,4.0,51.9
5472424,1524201082,1524201619,537,196,11.542489499874861,4.95721536,4.0,50.0
5472430,1524201219,1524201620,401,141,6.583213468902421,4.49864,4.0,15.0
5472435,1524201307,1524201622,315,195,11.066332291844603,5.0,4.0,50.0
5472442,1524201374,1524201623,249,234,10.472911552388775,5.0,1.0,28.683833424840792
5472448,1524201453,1524201624,171,207,6.511391126127649,4.0,4.0,20.044868818001266
5472453,1524201516,1524201626,110,14,54.32771641640199,50.63220473613662,24.0,99.9383991437365
5472457,1524201592,1524201627,35,191,13.842857973511267,7.58145679245283,4.0,50.0
5472458,1524201612,1524201628,16,227,12.32926664054199,5.0,4.0,21.0
5472462,1524201649,1524201667,18,262,5.97621706270626,4.0,1.0,44.489146938775505
5472464,1524201675,1524201700,25,218,8.24803168517081,4.781681636563564,1.0,52.68239160820804
5472465,1524201701,1524201711,10,153,11.572462575496195,5.0,4.0,40.17155502142334
5472466,1524201710,1524201727,17,229,11.739841317353763,4.0,4.0,57.14113634456078
5472467,1524201725,1524201739,14,177,9.567264682333606,5.0,4.0,50.0
5472468,1524201737,1524201745,8,252,16.470946279115097,5.0,1.0,50.0
5472469,1524201742,1524201764,22,217,5.282758027292709,4.0,4.0,12.737021762107052
5472470,1524201760,1524201788,28,198,17.25458790335722,7.0,4.4,50.0
5472471,1524201787,1524201799,12,31,50.8085664565217,49.137427090505206,20.0,112.0
5472472,1524201799,1524201811,12,211,10.892624039942739,4.0,4.0,55.0
5472473,1524201805,1524201830,25,209,8.90560405645963,4.0,4.0,43.29353142857138
5472474,1524201829,1524201852,23,211,22.690023697593453,17.882933962435587,4.0,55.0
